INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3076,Immigrants are a problem for the UK. They are now invading us.,Why do you think that the number of immigrants in the UK has increased? Have you seen any statistics on this?,MIGRANTS,V6_sbf
2744,Islam is a cancer on the European race.,Why would you say this about a religion? Where is the evidence for what you say?,MUSLIMS,V5
1725,Islam is a violent religion.,"Not all Muslims are motivated by violence, how many do you know like that?",MUSLIMS,V3
1150,The Islamists want to take over the world.,"Islam is a peaceful and tolerant faith with many beliefs and practices, no one here is advocating war or violence in the name of Islam.",MUSLIMS,V2
739,Muslims have no place in civilised Europe.,Provide positive news stories about the Muslim community and promote a better understanding.,MUSLIMS,V1
2521,Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,"In civilised countries (including Western countries) homosexuality is legal, and homosexual people have full rights. Gay people must be loved and valued for who they are, like everybody else.",LGBT+,V5
214,Jews control the world economy,"Jews constitute only a small minority of the heads of Fortune 500 companies, how they are supposed to control the world ecomony?",JEWS,V1
1515,Gays are sick. They should be isolated.,Isn't it antiquated attitudes like this that were the root cause of a sickness in past societies. Love knows no boundaries.,LGBT+,V3
3804,The Koran is not about peace. It is a violent book that should be banned from schools.,"It seems to me that teaching about the Koran should be impartial, rather than being used as a moral argument.",MUSLIMS,V6_kc
2027,"We should stop this invasion and deport all the illegal immigrants currently in the US, they are all criminals.",The number of illegal immigrants entering the US has actually more than halved in the last 20 years. To make your point that migrants are all criminals is just plain wrong.,MIGRANTS,V4
863,"If they love Sharia law so much, why do not they go off and live in a Muslim country?",Because many Muslims were born here and have every right to live in this country. Next question please?,MUSLIMS,V1
1939,"Trying to understand peoples 'cultures'? No, it's not normal. I've never heard of anyone being raped by a non-Muslim. We cannot accept the religion of violence.","The problem is neither about Islam nor about cultural relativism. Instead of inflating Islam as a problem and subjecting it to a ""politically correct"" spin, we should be focusing on becoming more inclusive.",MUSLIMS,V3
422,migrants say they are poor but they have the Iphone,"It's not true. These are normally low-quality, often out-of-date smartphones.",MIGRANTS,V1
77,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"If the Jewish community was controlling these kind of industries, they would surely make a high priority of Jewish concerns? But there's so many anti-Israel narratives in the American media. So this doesn't make sense.",JEWS,V1
4009,Jews want to rule the world.,It's not true that they want to rule the world. They are a small but important part of humanity. We all make mistakes: believing in Antisemitic canards is one of these.,JEWS,V6_lab
4838,Islam is a death cult.,"Most Muslims around the world do not consider Islam a cult, because it isn't.",MUSLIMS,V6_mix
1481,"Whenever the West attempts to 'take back' anything, it triggers massive mass migrations, civil wars and extremist violence.","Migration is a natural and healthy process. It is not a crime to have the desire to emigrate. We can talk about immigration levels, but we should not make the mistake of equating immigration with invasion.",MIGRANTS,V2
3395,Migrants steal our jobs and do not pay taxes.,"Migrants pay taxes, earn money and take care of our sick and elderly.",MIGRANTS,V6_sbf
1770,The Gypsies are not my brothers.,"The Gypsies have been persecuted for thousands of years. They have always been an ethnic minority facing discrimination. They are human beings, like the rest of us, and deserve to be considered as such.",other,V3
3243,Social problems are due to refugees.,"Let's face it: problems are caused by the economic crisis, unemployment, and lack of education. We can only help ourselves by helping others.",MIGRANTS,V6_sbf
2956,Muslims are invading us. They are not welcome here.,The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,MUSLIMS,V5
3880,Allowing gays to donate blood compromises patient safety because of their sexual behavior.,"Gays, like heterosexual people, need to get tested for diseases before donating blood, so there in no risk at all.",LGBT+,V6_kc
1996,The feminists are just whining a bunch of lies to promote their agenda of gender equality.,"Yes, the feminists are saying that the proportion of men in leadership positions is too high in many Western countries. But that is because the problem is structural. The problem is that too many women are being taught to be ""feminine"", thus making it hard for them to succeed.",WOMEN,V3
872,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"This is a generalisation. Maybe the case you mentioned is just the minority. Besides, some governments even destroy people's house. We should pay much more attention to this instead.",MUSLIMS,V1
334,Immigrants are coming to the U.S. to have babies here.,The claim that immigrants come to the U.S. to take advantage of the “birthright citizenship” is simply wrong. Research consistently shows that the vast majority of immigrants come to the U.S. for economic opportunity or to flee violence and poverty.,MIGRANTS,V1
484,MIgrants are not running away from wars.,"If they do not run away from war, then they are really crazy to face the violence and the risk of death at sea to reach EU",MIGRANTS,V1
95,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",Equality means that a man would not be called a coward. Women have plenty to offer the world of politics and as much of a right to take part as anyone else.,WOMEN,V1
2610,Immigrants steal our jobs and even our pensions.,"If they have a job, they will get the pensions. Like anybody. The recent migration of many thousands of people is a sign that they are in need. The problem is rather that some people do not want to work, they want to live off the state support, but those are not necessarily migrants.",MIGRANTS,V5
933,We cannot have an army of millions of Muslims on our borders and then turn a blind eye to their sickness and terrorism.,The solution is not to keep the Mideast mired in civil war but to find and expose the terrorists that try to stoke fear and division among the populations.,MUSLIMS,V2
3881,"Gay men are a danger to children, they want to convert more fags for their community.","This is not true! Nobody can convert anyone to homosexuality. It is not a 'preference', nor a choice. Would you say the same about a hetero?",LGBT+,V6_kc
348,Terrorists are infiltrating the U.S. across the border with Mexico.,"There is no evidence that terrorists are entering through the Mexican border. In 2014, Homeland Security noted that “the suggestion that individuals that have ties to ISIL have been apprehended at the southwest border is categorically false, and not supported by any credible intelligence or facts on the ground.” Also, according to another 2017 report by the Bureau of Counterterrorism “Counterterrorism cooperation between the Mexican and U.S. governments remained strong. There are no known international terrorist organizations operating in Mexico, no evidence that any terrorist group has targeted U.S. citizens in Mexican territory, and no credible information that any member of a terrorist group has traveled through Mexico to gain access to the United States.” In fact, the vast majority of those linked to terrorism since 2002 are U.S. citizens.",MIGRANTS,V1
641,Many philosophers argue that humans are not born equal especially when it comes to gender.,"Although Plato argued that women are physically weaker than men, they are equal in other respects and deserve equal opportunity.",WOMEN,V1
4960,Muslims are just a bunch of child molesters.,"Child molesters don't represent Muslims, and you would be hard pressed to find a Muslim child molester here.",MUSLIMS,V6_mix
5002,"Women should not be allowed to vote, this is a male-dominated country and they have no place in our democracy.",I don't think that a country can be 'male dominated' and a democracy at the same time. Democracy is also about equal rights and opportunity for everyone.,WOMEN,V6_mix
4994,"Women are weak and inferior, they are not even able to assert their rights.",Women secured their rights because they fought for them. Stop posting nonsense and go and read about the Suffragettes,WOMEN,V6_mix
856,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"(Do an image search for the image used, try to find it is source. Either you can demonstrate that the image has been misappropriated or you can talk about how individuals have always used religion to justify their actions, the problem is with the individual not the religion.)",MUSLIMS,V1
832,Muslims have nothing to contribute to our society.,The 26% of NHS doctors who are Asian/Asian British beg to differ.,MUSLIMS,V1
2634,Islam is a violent religion.,"Violence is never justified in Islam, especially not in the case of Muslims.",MUSLIMS,V5
4432,Islam is a violent religion.,Islam is a religion of peace. Muslims are not advocating violence towards anyone. We should try to understand their religion better.,MUSLIMS,V6_lab
1565,Women are not oppressed and many even refuse the protection of the law. The real issue today is about men's rights.,"The fact that some women don't want the protection of the law should not negate their right to live their life as they wish. In my opinion, woman are people too and this ""men's rights"" stuff is just an excuse to oppress and marginalize all women once more.",WOMEN,V3
3533,"If you want to be a great nation, please come to our rescue and deport all those filthy migrants.","Migrants are needed in our society, and their contribution is more than appreciated.",MIGRANTS,V6_kc
2390,They accuse me of being Islamophobic because I don't like Muslims. But they are the same Muslims who threaten us with explosives!,Muslims are not the problem in this debate. Terrorists are.,MUSLIMS,V4
3344,Transgenders want to rape our children.,"This is not true. Maybe you should be worried about the rise in hate crimes against LGBT+ people, incidents of which, since 2016 in Italy, have not been lower than 100 per year, .",LGBT+,V6_sbf
3230,gay men are just a bunch of liars who can't tell the truth.,Sorry but it is not the case that everyone who is gay is a liar.,LGBT+,V6_sbf
2943,"Islam is not a religion, it is a political ideology and a mechanism for the establishment of a Muslim caliphate.","Islam is a religion, it is not a political ideology, and a lack of understanding about it will not change that. It will just enhance the hate against it.",MUSLIMS,V5
3222,jewish folks should be beaten,"Most Jews are nice people, living in coexistence with non Jews, why would you beat them?",JEWS,V6_sbf
2435,"Muslim invaders have taken over our cities, and are now happily raping our children.","When the Muslims ""invade"" other countries it is not to ""conquer us"", it is to establish their lives and dreams here, respecting our laws (meaning rape is not allowed) and without denying their culture.",MUSLIMS,V4
4442,Muslims are not welcome here. Their integration is incompatible with Western civilization.,"Is the ""integration"" you refer to an individual problem, or can we address it collectively?",MUSLIMS,V6_lab
1606,The LGBTI community is a bunch of exhibitionists and promiscuous with no morality.,"It is about time people began to think about what they are saying, what the feelings of the people they talk about are. Don't you think?",LGBT+,V3
2865,We cannot coexist with millions of Muslims in the West. They are incompatible with our way of life.,This is a comment against all muslims: they are part of our society and should have the right to live here.,MUSLIMS,V5
4679,Women are useful but should have no rights.,"Women must have the same rights as men, and their gender doesn't mean they should not be respected.",WOMEN,V6_mix
2439,Muslim invaders will conquer Europe. They will rape our women and they will do anything to get their way. Islam is a death cult.,"What do you actually mean by ""Islam is a death cult""? Do you seriously suggest that I should start to worry about what my Muslim neighbour might do?",MUSLIMS,V4
529,Gays are just sick. It is an abomination,Do you consider it a disease like cold or flu?,LGBT+,V1
4090,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,What you are really saying is that only men are capable of being independent? Isn't that exactly what feminism is all about: letting everybody to decide whether to be independent?,WOMEN,V6_lab
3562,Gays are just pathetic people who have low self-esteem.,How would you feel if someone you just met had the audacity to say such a thing about you? Do you think that being gay would make you a pathetic person?,LGBT+,V6_kc
1653,All immigrants rape our children.,"I don't know about you, but I haven't seen any statistics about that on the news. I have no idea how you can make that kind of claim.",MIGRANTS,V3
1096,Immigrants are just a bunch of criminals.,"This is exaclty the problem: it doesn't matter if they are from China, Russia, India or the Philippines. It doesn't matter whether their qualification or their rap sheet is lengthy or not... We treat them all like criminals regardless of who they are.",MIGRANTS,V2
947,"I'm not a woman and I'm not a cunt. So, I do not identify as a feminist.","I hate to break it to you, but women are not cunts. Feminists and humanists are fighting for the same rights that they hope to have in a thousand years. Hating women is the problem, not the solution.",WOMEN,V2
1861,Migrants come here to have a better life upon our shoulders.,"Many refugees come to Europe to work. Many of them do well in the labour market, also with lower qualifications.",MIGRANTS,V3
1124,Jews control Hollywood and the media.,"Not all Jews are involved with Hollywood, some are even repulsed by it. So, why are you saying that?",JEWS,V2
1608,I'm tired of seeing gay people befriended with heterosexual people.,"I'm sure many gay people are subjected to unspeakable forms of abuse, but the real abuse is from heterosexual people who don't conceive something different from their own sexual orientation. The real issue is the prejudice that oppresses them, not friendship.",LGBT+,V3
3331,Jewesses are a burden to society.,"What you are saying is that a certain gender is a burden to society because of their religion. So, is your argument not about women alone, but about you and your hatred of religion?",other,V6_sbf
4401,Migrants are not welcome in our country.,"We are a country founded upon maintaining the rights of people, not undermining and eroding those rights.",MIGRANTS,V6_lab
4781,Gay men are a burden to society.,"The stereotype that gay people are inherently bad for society is sometimes perpetuated by the media, but is not backed up by scientific studies.",LGBT+,V6_mix
2652,Islam has no place in a modern nation.,"Muslims have coexisted with us for hundreds of years, we have no problem with Muslims living here. Why do you claim so?",MUSLIMS,V5
2319,"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse that nukes.",That is not true: most Jews are good people. Unfortunately the number of good people in the world is dwarfed by the number of unreliable people spreading hate grounded on false facts and antisemitic canards.,JEWS,V4
3347,Gay men are basically violent criminals.,Are you talking about gay men being violent toward their partners? You should really check your facts.,LGBT+,V6_sbf
3042,Lesbians are subnormal women and they have no right to openly show their depravations.,Any sexual orientation is normal and fine.,LGBT+,V6_sbf
4173,"As soon as migrants get to the UK, they must all be deported. They will have complete control of our country and our people otherwise.","It will be very hard to deport so many people. Maybe it is better not to deport people at all, since it is their right to move freely between countries.",MIGRANTS,V6_lab
4215,Islam is just a sinister cult that wants to impose its harsh faith and violent teachings on all of humanity.,"Islam is not a violent religion, and it doesn't want to impose at all.",MUSLIMS,V6_lab
3226,"Gays are just a bunch of disgusting animals. You should have the same disgust for them that you have for cancer people, small pox, and TB.",This is just prejudice that is not based on facts.,LGBT+,V6_sbf
3257,muslim folks don't deserve to be in america.,"Islam is a religion and not a crime, and you can't take religion into account when it comes to evaluating people. Muslims have the full trust and confidence of the church. That's why they are represented in every role in our society. It is an honour to be able to work with people from different religions in a way that allows you to respect and understand their cultures.",MUSLIMS,V6_sbf
2516,Gay men are a danger to children.,"You know, being gay is not a bad thing. It just means they are different from some other people.",LGBT+,V5
1279,We are taking in more than our fair share of immigrants,"Actually, Britain's percentage of immigrants over the global population is lower than that of Netherlands, Sweden, Greece, Spain, Austria and Germany.",MIGRANTS,V2
2203,Fucking Muslims are not fit to govern.,"The core values of a democratic state are respect for human rights, equality before the law, tolerance and respect for the diversity of our society. Muslims are a core part of that society.",MUSLIMS,V4
4974,Muslims are not welcome in our country. They have nothing to contribute to our society.,"People are free to choose their own beliefs, and in our society we also have many different ways of life. Do you think it is right to ban people based on their beliefs?",MUSLIMS,V6_mix
4280,Women should not be allowed to vote,They are allowed to vote. Why shouldn't they have the right to influence the outcome of their own country's politics?,WOMEN,V6_lab
1579,Jews can only act in a bad way.,"Even if some Jews act wrongly, many of them are good, and this simply isn't related to their religion.",JEWS,V3
298,"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","While physical traits — such as skin color — are inherited, there is no ethnic or racial predisposition to emotions, intellect, or morals.",JEWS,V1
561,"Gays are perverts, they are promiscuous and fornicate with strangers.",Women are much more likely to have unprotected sex than homosexual and heterosexual men combined. [https://ifstudies.org/blog/promiscuous-america-smart-secular-and-somewhat-less-happy],LGBT+,V1
2417,Islam is no more than an ideology and set of beliefs that promote terror and murder.,"While there are terrorist organizations caliming to be followers of Islam. But, their ideology and belief system are not the reason for attributing violent actions to all Muslims.",MUSLIMS,V4
3643,"Islam is a totalitarian ideology that is run amok, encouraging violent beliefs and practices.",There are countless different Islamic traditions and beliefs. Do you really want to stigmatize all of them because of one stereotype?,MUSLIMS,V6_kc
4476,"Women should accept their bodies as they are, weak and inferior, and live a healthy life according to this.",Do you really think so? The reason why we have inequality in the first place is because of the oppression of some people by others.,WOMEN,V6_lab
753,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Don't most religions have instuctions for what they deem to be 'rightous living', voluntary codes or law's (if you insist) for the faithful to follow. Have a peek at Leviticus if you think only Islam has elements that are intrepreted in extremist ways.",MUSLIMS,V1
4756,Gay men should be called fags.,"Fag, or faggot, is not a code word for gay, it's a slur. If you wanted to call them by their original name, that would be a problem, because you will have to learn the first names of many people.",LGBT+,V6_mix
1696,Muslims are terrorists.,People of any religion can be terrorists.,MUSLIMS,V3
2337,Migrants from the Middle East and Africa are invading us. They make too many children.,"Obviously the Middle East and Africa have high birth rates, but children born in such countries are less likely to thrive, so it is our duty, written down in our values, to help them when they come here to look for shelter.",MIGRANTS,V4
4347,"Jews have a strict religious code, and this code is incompatible with Western culture.","As long as this strict code does not clash with our laws, Jews should be left free to practice their religion according to their conscience.",JEWS,V6_lab
4622,Muslims have nothing to contribute to our society.,Why are you so sure of something so vague? How can you say that Muslims have nothing to contribute to our society? Do you have any proof of this?,MUSLIMS,V6_mix
3943,Muslims have nothing to contribute to our society.,Muslims are part of our society and have contributed to our culture and economy. They are our brothers and sisters.,MUSLIMS,V6_kc
152,The goods that England offers should belong to us. Not to people who do not contribute to the state,Our country offers enough homes for everyone. I also believe that being treated as a human being has always been pleasant. Don't they have the right to that?,MIGRANTS,V1
4146,Gays are sick. We must not accept them.,"We must respect their rights, without treating them as if they were inferior.",LGBT+,V6_lab
1091,Blacks are criminal. They are a threat to society.,Such statements are just fear-mongering. There is no such thing as a criminal race.,POC,V2
4207,These migrants are not assimilating: they should just go home since they can't stay in this society.,"There is no evidence that migrants are less able to coexist with the members of our society. Migrants are an integral part of our society and are proud of their heritage. I do not see how it is possible to be ""inclusive"" if we are excluding them.",MIGRANTS,V6_lab
76,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",If you personally had some distant Spanish or Jewish heritage and you identified more as American surely that doesn't mean that you can't be an American patriot?,JEWS,V1
2214,"All Muslims are incompatible with any Western society, we should banish them.",Why should we consider them incompatible? Are you implying that peaceful coexistence in a society can be based on the exclusion of others?,MUSLIMS,V4
4431,"I hate Muslims. They are all the same, they are all terrorists.","We are living in a complex and multifaceted world, and in order to understand it one needs to be part of a global community. In this respect, it is not useful to generalize in such a way.",MUSLIMS,V6_lab
3946,We need special laws to control Muslims.,Why should we? All religions are welcome here.,MUSLIMS,V6_kc
2713,Islam doctrine is a bad religion.,"The doctrine of Islam is a religion, not a bad one. What's the reason you think this?",MUSLIMS,V5
2937,Muslims have nothing to contribute to our society.,"Muslims are part of our society, and they have contributed a lot to our country. They have created jobs and wealth for the UK.",MUSLIMS,V5
2252,"Islam is not a religion. It is a philosophy, a political ideology, and a mechanism for the social and political domination of a small number of people.","Islam is a religion, and a religion is about the teachings of God. To suggest otherwise is inconsistent with the teachings of Islam.",MUSLIMS,V4
16,"Israel, Zionism and Jewish Supremacist control of America are the main causes of terrorism, instability and conflict in the world. All other theories are diversions from this ultimate truth.",Where are the facts?,JEWS,V1
1130,"Yes, we have a problem with White supremacy and homophobia. However, I can understand why they don't want to associate with 'the other'.",Being gay is not a choice. Gay people shouldn't have to hide their sexuality in order to be accepted.,LGBT+,V2
2585,Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,"Homosexuality is not a disease, it is an individual experience. No one should be told to be ashamed of their life.",LGBT+,V5
512,Only 8% is a real refugee,"The percentage you are talking about refers only to ""refugee status"" and does not include protection for those who escape from wars.",MIGRANTS,V1
249,"The British people should have right to social housing, not immigrants.",Migrants aren’t eligible for social housing except in very limited circumstances (e.g. a woman forced to leave home because of domestic violence).,MIGRANTS,V1
371,migrants steal our jobs,If you are worried about the employment situation in our country you should have a look at the official data. They show that only half can find a work. [link],MIGRANTS,V1
4541,We should get rid of the Jews.,Why should we? They have been here a long time and are just here to live a peaceful life. Why should we get rid of them? We can do better than this.,JEWS,V6_mix
2154,"Immigrants are a problem, they are not welcome here and they are not willing to pay the taxes.",Immigrants do pay taxes and contribute to the social safety net.,MIGRANTS,V4
3621,We don't need immigrants! There are plenty of them just waiting to replace us.,The challenge of integration is a noble one and we should pursue it.,MIGRANTS,V6_kc
3131,"Islam is a totalitarian ideology that promotes rape, torture, murder and slavery.","There is no evidence for the statements you made, and the Koran does not advocate any of those actions.",MUSLIMS,V6_sbf
801,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",Rape is a universal problem just like war and murder. There is no reason to attribute such crimes to a religious group.,MUSLIMS,V1
2684,Muslim invaders have infiltrated our countries and are now part of the majority. They are our enemies.,"Of course, Islam is a religion of our countries. But so are Christianity, Buddhism, and Hinduism, and so on. In Europe, Muslim are less than the 6% of the population. Very far from being a majority. Why do you say they are enemies?",MUSLIMS,V5
2931,The Koran is not about peace. It is about killing infidels.,The Koran is very clear about peace. It is not about killing infidels.,MUSLIMS,V5
2518,Gay men are a danger to children.,"Homosexuality is not harmful to children. Actually, a growing number of research shows that children raised by same-sex couples are as physically or psychologically healthy, capable, and successful as those raised by opposite-sex couples.",LGBT+,V5
3644,Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,That is not true. This is all just a bit of conspiracy theory fodder aimed at fueling the Islamophobia problem.,MUSLIMS,V6_kc
3406,"Every Muslim is a potential terrorist, even if they are born here!","A person's place of birth is not relevant, but neither is a person's religion. Some people are Muslims. I prefer to call them what they are: people, not potential terrorists.",MUSLIMS,V6_sbf
4440,Muslims are a problem in our country. They are a problem because they want to impose Islam.,"In a liberal society, people are free to practice their religion or none, but they are not free to promote their beliefs through force, and in fact this is not the case.",MUSLIMS,V6_lab
2740,"Muslims are not welcome in our country, they are dangerous.","This is not true. Even if a person practices a religion you do not approve of, you cannot expect him or her to be more likely to commit a crime.",MUSLIMS,V5
1831,Homosexuality is incompatible with the manners of life of Europe.,"Under Article 8 of the European Convention on Human Rights, 'every person has the right to respect for private and family life', including sexuality.",LGBT+,V3
2111,Gays are sick. They should be isolated.,So you think that sexual preference should be decided on the basis of the gender we were born into? How can we be friends when we continue to teach our children to love or not to love people on the basis of their personal sexual preferences?,LGBT+,V4
2294,Feminism is just a crazy religion aimed at oppressing men.,Feminism is not a religion and it is not aimed at oppressing any group. It is instead aimed at empowering women to have the same rights as men.,WOMEN,V4
4032,LGBTI people are a burden on society and should be excluded from it.,"You can't apply legal, social or political stigma to individuals just because of their sexual orientation. Your assertion seems to have no evidence or ignres the contribution members of these communiteis make to society.",LGBT+,V6_lab
1257,Blacks do more crimes than whites.,"Even if 'blacks' committed more crimes, that doesn't mean that 'blacks' were inherently worse than whites, there are factors, rather than race, affecting these statistics.",POC,V2
914,Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.,"It is nonsense to talk about ""transgender"" laws. Our laws have been hijacked in many cases, including against LGBT people.",LGBT+,V2
4763,Lesbian women are lustful.,"Are you really sure that the same couldn't be said for anyone else? What makes them so, in your opinion?",LGBT+,V6_mix
3888,"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.","Maybe we just have a different notion of 'tolerance'. How about letting people from any sexual orientation, race, religion, or political opinion live freely, without confining them?",LGBT+,V6_kc
1562,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,This is just a misogynistic and mean allegation that has no foundation in facts.,WOMEN,V3
3324,Jewish folks are inferior.,"Jews are not inferior. Many of them are good people, who have given their lives for the greater good of humanity.",JEWS,V6_sbf
4587,Immigrants contribute nothing to society.,The question is whether their value for our society can outweigh our fear of them.,MIGRANTS,V6_mix
901,"I like ethnic minorities, but Jews have no place in civilised society.","Laws designed to protect the minority groups should be applied equally to everyone, even if it includes people you don't like, like Jews.",JEWS,V2
1664,Bring back lynchings and death sentences to kill those migrants.,How about we return to a time when people were convicted and executed for crimes that never happened? You can tell me where the right to a fair trial is in that case.,MIGRANTS,V3
1075,Obama should have been impeached. Niggers are the cause of the corruption in the government.,"While race cannot be a contributing factor to impeachment, corruption may be. Still it does not automatically make a president illegitimate. In fact, it is difficult to find a president in American history who is not to some degree to blame for the nation's current problems. Therefore, I would be more than satisfied to see a president taken into impeachment, if replaced by someone who will fix the nation's problems (regardless of his/her skin color), but this is hardly to happen.",POC,V2
179,Go and read the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"Norman Cohn, a distinguished historian, ruthlessly analyzed the similaritiese between the 'Protocols' and ""Dialogue in Hell"" by Maurice Joly. It would be hard for anyone who has read that analysis to deny that ""The Protocols"" is an almost verbatim copy of the book from the French writer, or to sue a contemporary analogly, an example of 'fake news'.",JEWS,V1
3636,Muslims have no place in a modern Western country.,"If a person believes they have no place in a country then they must be very worried. How would you feel if all the people you love left you, or if you were obliged to leave the person and the country you love?",MUSLIMS,V6_kc
4338,This is why I hate Jews: they have no moral standards.,Actually the vast majority of Jews have moral standards. Why don't you try to learn from their example?,JEWS,V6_lab
837,It is one law for Muslims and another law for us.,Evidence please?,MUSLIMS,V1
3340,"We are not homophobes, we want to help them to become normal again.","This is another type of anti-gay prejudice, in that the source is a lack of understanding about LGBT and human rights.",LGBT+,V6_sbf
2363,All those worthless migrants creating problems...,"It seems like you have an unfair point: if there are so many unworthy migrants, you have the misfortune to be of much more worth than them. Therefore who is to blame for all our problems? Who is not able to show their value, or the worthy one?",MIGRANTS,V4
309,"Immigrants are overrunning our country, and are here illegally","In 2014 there were circa 11.3 million undocumented immigrants in the U.S., which is a significant decrease from the 12.2 million undocumented immigrants in the U.S. in 2007, and the trend is continuing: Today, in fact, the net migration from Mexico (the number of people entering minus the number of people leaving) is around zero. Undocumented immigrants make up about 3.5 percent of the nation’s total population, which is not that much to be honest.",MIGRANTS,V1
1414,Has Islam anything to say about how to end global warming? It is their fault.,Climate change is mainly a result of humanity's use of fossil fuels. To suggest that it is caused by a religion is a lack of understanding of the world.,MUSLIMS,V2
1542,"Muslims have no right to live in any part of Europe, they are just a problem.","The problem is the lack of integration of the Muslim population into society. The integration is necessary, the problem is that there are still no laws to foster a solution.",MUSLIMS,V3
4844,Black folks like stealing.,"Which people are you talking about? I don't see black people keen on stealing from anyone, I have no idea who you are talking about.",POC,V6_mix
1440,Women have it so easy. They stay home and have babies.,"Not all women are interested in parenting. Likewise, not all men are interested in their carreers.",WOMEN,V2
4063,This country is run by Muslims!,"In most European countries Muslims make up less than 5% of the population. In the UK, they make up around 5.6%. According to the ONS, the Muslim population in England and Wales has been shown to be slowly growing over the last years (it was 4.7 in 2011). So, you can rest assured that your claim that this country is run by what is a tiny minority is simply not born from the data.",MUSLIMS,V6_lab
154,Immigrants just don't want to integrate. Let's kick them out!,Immigrants are integrating very well into our society and it seems that they have reached a better level of English than other people.,MIGRANTS,V1
2465,"Afro-European?? We in UK are white, this just not makes sense.","The racial composition of the population of this country has been changing for a while now, and since then, the percentage of people from other racial groups has risen or fallen. In fact, according to the 2011 statistics, at least 15% of people in the UK are non-white.",other,V4
1587,The Holocaust never happened.,Do you really think that the Holocaust is a myth perpetuated by the media and academic communities? That the systematic extermination of more than 6 million Jews is a myth promoted by a small minority of extreme-right wingers who profit from division and hatred?,JEWS,V3
3558,What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.,Why should the government make any laws against homosexuality? Isn't it just the free will of people?,LGBT+,V6_kc
2715,Muslims have no place in civilised Europe.,Islam is a religion. It is not a problem for any civilised society.,MUSLIMS,V5
4623,"Muslims have nothing to contribute to our society, they should leave the UK.",Perhaps we could talk about why Muslims are often asked to leave countries like the UK and what role they play in society.,MUSLIMS,V6_mix
4301,Women are basically childlike and are inferior to men.,Isn't this just a repetition of the rhetoric used to justify centuries of oppression and domination?,WOMEN,V6_lab
4950,Immigrants steal our jobs,"Many immigrants do the jobs that noone wants to do and cannot get filled easily. Also, they have to do their part to provide for their families.",MIGRANTS,V6_mix
3567,Women are sluts who can't choose what's right for them. Men must do that instead.,"I am not sure what 'slut' you are referring to. Do you want to discuss your life, instead of deciding about that of women?",WOMEN,V6_kc
4130,"The Nazis killed 6 million Jews, but it wasn't enough. The world would be a better place without those horrible Jews.",Did you know that the European Convention on Human Rights prohibits any group of people from being discriminated against for their religious beliefs?,JEWS,V6_lab
4998,Woman are basically childlike.,They are not childlike and are capable of great achievements.,WOMEN,V6_mix
1806,Female authority figures are unable to rule and should not be in power.,I think we should start thinking that women and men should be treated as equal. They should have equal rights.,WOMEN,V3
2893,Muslims are not welcome in our country.,Muslims make up a very important part of our country. They are our brothers and sisters.,MUSLIMS,V5
3015,jewish folks control hollywood,"Jewish folk are just a collection of people with different backgrounds. Some of them work in Hollywood, but that's all.",JEWS,V6_sbf
1104,I hate immigrants they are just a bunch of criminals and terrorists.,"The terrorist attacks in EU have been devastating for people across the continent. The 'hated' do not feel welcome and the whole thing is deeply concerning for a host of reasons. Still, the sentiments of 'we hate foreigners' is not the solution: it is counterproductive and distorts the truth.",MIGRANTS,V2
432,Gypsies make their children live in degradation,It is not a choice!,other,V1
1647,We don't want foreigners here. We should get rid of them!,"You cannot ""get rid of"" foreigners since they are legal residents as you are.",MIGRANTS,V3
1284,"We are ruled by foreigners, they cannot be trusted.",It seems to me that this statement is directly related to a generalised idea of suspicion towards people who aren't born in your country. Why do you say so?,MIGRANTS,V2
792,"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",So 90-95% are not?,MUSLIMS,V1
