hateSpeech,counterSpeech,cnType,Target
Our children are taught Islamic ideologies. It is awful!,The only disgrace is us being ignorant of other religions and cultures. This is not a society where I want to live.,Denouncing,MUSLIMS
If Muslims were not allowed to emigrate here we would all be better off,Perhaps we should remember that many of the migrants who arrive in our country are just people fleeing persecution and conflict.,Informative,other
The Holocaust never happened.,Do you really think that the Holocaust is a myth perpetuated by the media and academic communities? That the systematic extermination of more than 6 million Jews is a myth promoted by a small minority of extreme-right wingers who profit from division and hatred?,Informative,JEWS
Mentally disabled should be isolated.,We shouldn't discriminate like that. Our culture is all about equality and inclusivity.,Positive,DISABLED
Blacks don't have brains.,"Brain is considered the most basic organ, it has been used by all humans for a very long time. To suggest otherwise is a 'brainless' form of racism.",Informative,POC
"I do not like gay actors, especially in action movies. There should be a restriction on them.","Your movie choice can be more the result of opinion rather than of merit. But it's ok, because it is your choice. However, it is important to be cautious: in some countries it is not even allowed to screen or promote movies with gay themes. Such a ban is contrary to our fundamental values.",Informative,LGBT+
Mentally disabled folks can't speak.,They have their own ways of communicating. I'm sure they can explain themselves in more detail than many of us.,Informative,DISABLED
"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",People are free to think what they want. What is required is that they act in accordance with the rule of law.,Informative,DISABLED
Kids with learning difficulties do not like to read. So why wasting time teaching them?,"This might be true, but reading is important for all children, it helps them develop their problem-solving skills.",Informative,DISABLED
These sodomites have no place in a free country,You have a very limited concept of what 'free' means!,Questioning,LGBT+
Downies in industry are a problem: they create tensions with other workers because they are disabled and cannot keep the pace. They should have special jobs just for them.,"If you think that taking all of the people with DS out of industry will solve the problems in the workplace, then you are wrong. Tensions won't go away: stressed people will simply target other workers who are overweight; or of a different gender; or in a number of other ways for which they are considered to be not productive enough.",Informative,DISABLED
What this nigga have to do with being a Westerner?,What exactly is 'a Westerner'? Someone who is only a white European?,Questioning,POC
The Jews are the only few to receive public welfare.,The vast majority of the world's population gets public welfare if in need.,Informative,JEWS
The Jews are controlling our world. Maybe those suggesting their elelimination are right.,"When the sole purpose is to subvert democratic institutions and remove freedoms from some minorities, that sounds a lot like Nazi Germany, doesn't it?",Denouncing,JEWS
The responsibility for disability lies with the individuals who are not giving them enough support.,Social services can't pay for everything. But what about the people who have to live with disability? Is their fault as well?,Questioning,DISABLED
These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,"They don't, but I wonder why only the crimes with 'White British Non-Muslim' victims are the ones widely circulated?",Denouncing,MUSLIMS
I hope all LGBT people were to die of AIDS. That would be the end of homosexuality!,The LGBT community has shown how they can be good people. They are willing to spread help and support to loved ones. Maybe you should try to do the same?,Positive,LGBT+
Muslims do not want our country. They want to take it over.,"Muslims, in my opinion, do not want to take over our country. They are only here as guest workers.",Informative,other
migrants steal our jobs by accepting low wages,Most migrant workers are paid a decent wage but we should be ashamed of those employers that exploit their vulerability. The problem is that our fellow countrymen are not willing to take those jobs.,Informative,MIGRANTS
Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.,Positive,LGBT+
Women should not be allowed to vote.,"Voting is a right, there is no reason for a woman to not be allowed to vote. You seem to be defending misogyny.",Denouncing,WOMEN
"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",Are you implying that reparitions for an attempt at ethnic cleansing on a huge scale is an unreasonable request?,Questioning,JEWS
Homosexuality is a mental disorder and a mental illness.,"This statement is not supported by scientific evidence, you can't blame people for their sexuality. Do you really think that who we are attracted to can be considered a mental disorder?",Informative,LGBT+
Jews have a secret plot to take over the world.,Everyone has a secret agenda to take over the world. Cats included [link to meme].,Humor,JEWS
Faggots are a burden to society.,"The oppression of the gay community has become a problem. People deserve respect, regardless of their sexual preference.",Positive,LGBT+
Disabled people are criminals.,That is not true. All of us would be labelled a 'criminal' if we had a criminal record accounting for our diseases and problems.,Informative,DISABLED
All Afro-Caribbean people are illegal immigrants.,"Most countries on earth have laws against immigration. But there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true.",Informative,other
A woman should not be allowed to have an abortion. The man should decide for her.,"A person's right to have an abortion is a personal one. And if that person has the right to make her or his own choice, then they should have the right to do as they wish.",Informative,WOMEN
Black folks have ugly skin.,"How exactly do you define ""ugly skin""?",Informative,POC
Gypsies are the ones who want to stay in the slums,From what I know only a minority of the Gypsy population live in shanty towns.,Informative,other
Disabled people are a burden to society.,"Everyone, regardless of their physical or mental impairments, is capable of contributing to society.",Positive,DISABLED
"Women are basically childlike, feminism is the ruin of the world.",I think that one of the biggest contributions of feminism is that it has opened our eyes to the ways in which women are oppressed and discriminated against.,Informative,WOMEN
Disabled people should not be allowed to live their life.,"People should be able to live their life as they like, regardless of their physical or mental disabilities.",Positive,DISABLED
Black slaves were better off in the clutches of their masters than free blacks are today.,"Slaves were not happy in the shackles of their masters, only when they were set free and could choose their own destiny, they started to be happy.",Informative,POC
The world would be a better place without black people. They are criminals persecuting white people.,Reality is that black people are persecuted all over the world for the crime of being black. I don't see how this could be said for white people.,Denouncing,POC
If women were really discriminated there would be much more employment disputes.,The fact that women aren't complaining about their work situations doesn't mean that there is nothing wrong with the labour market.,Informative,WOMEN
We should get rid of the Jews.,Why should we? They have been here a long time and are just here to live a peaceful life. Why should we get rid of them? We can do better than this.,Denouncing,JEWS
"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",Did history teach you nothing? How can you say this about an entire group of people?,Denouncing,MUSLIMS
Women mustn't work. It's a bad influence to have in a man's life.,"I am not sure why you think that way about women, they have all the same working rights as men . How do you think you would feel if you were being treated that way?",Positive,WOMEN
Jewish landlords are greedy and exploit their tenants.,"Let's make a different example: If a Christian storeowner were dishonest with you, would you describe the owner as a dishonest Christian merchant or just as a dishonest merchant?",Informative,JEWS
"The Women equals Problems, let's kick them out of the lead of the world before it's too late.","Women make up half of the world's population and around 42% of the UN staff. They are our sisters, and we should promote their contributions to society.",Positive,WOMEN
Gays are a plague that is spreading all around the world. They pollute our water supply and ruin our children's brains.,Gays have the same rights as anyone else and can live their lives as they want. What you suggest means to demonise them.,Positive,LGBT+
"Where there is Islam, there cannot be peace.",Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.,Informative,MUSLIMS
Jews had advance knowledge of the 9/11 attacks and said nothing.,"The 9/11 attacks were perpetrated by members of the terrorist organization Al Qaeda. Jews and Israelis had no knowledge of the attacks. In fact, of the 2,9962 victims who died during the attacks, roughly 400 victims were Jews, including at least two Israeli citizens. If they knew it why didn't they warned and saved their brothers?",Informative,JEWS
Children with learning difficulties should be denied to attend school by teachers and parents.,"Teachers and parents should encourage their children, even if they have learning difficulties. No one should be denied access to education.",Positive,DISABLED
There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,"Saw that in the Mirror, bit of graffiti sprawl across a wall, hardly a shop sign. Have you nothing better than false news?",Denouncing,MUSLIMS
"We should stop supporting these Jewish monsters, and start supporting our people.","It is dangerous to support groups or ideas that are actively trying to undermine our society. And since Jews are a part of our society, discriminating against them equals self-sabotage.",Informative,JEWS
"Women are naturally more emotional than men, and this make them weaker.","We don't know what characteristics make a person “more emotional”, how can we be sure that women are naturally or genetically “more emotional”? I do not think it's appropriate to link two concepts so strongly without scientific evidence.",Informative,WOMEN
Jews own everything,"Even if some high-profile individuals in industry are Jewish, that does not mean that the entire world “is controlled by Jews.”",Informative,JEWS
Jews control the world,"The alleged monopoly of the Jewish people on the world is nothing more than a fiction perpetuated by anti-Semites, and it has been disproven many times over.",Informative,JEWS
Jews are born greedy,Every ethnic or religious group can count greedy or cheap people among its members. Only prejudice and discrimination says that the actions of a few are the fault of all.,Informative,JEWS
More than half of the prisoners in our jails are foreigners,"What you say is true, but unlike Italians, they cannot require alternative punishments.",Informative,MIGRANTS
Feminism is a threat to human dignity.,Feminism means equality of the genders. Equality of rights is necessary for a functioning society.,Informative,WOMEN
Gays are sick. We must not accept them.,"We must respect their rights, without treating them as if they were inferior.",Positive,LGBT+
"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.","Well, the argument sounds like you are trying to justify racial hatred by making some generalisations. Is that the case?",Denouncing,POC
Migrants are not welcome here.,"The rights of migrants cannot be limited, especially when it comes to creating a safe environment for our fellow human beings.",Positive,MIGRANTS
"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)","Anti-hate organisations are doing brilliant work, and getting rid of hate speech isn't a bad thing.",Positive,other
"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",The patriarchy is not man's friend. Boys and men are told to be tough and to bear many burdens without being able to show any emotions or to talk about their struggles. This has led to great levels of suicide amoungst men. It is a question of survival and happiness to accept our differences and similarities and to work together.,Positive,WOMEN
"Islam - if we do not speak now, in a short time our words will be useless.",Christianity and Islam are united in preaching love and leaving judgment to God / Allah what are you preaching?,Informative,MUSLIMS
"Faggots make me angry, why don't we delete them?","Maybe it is better to learn how to treat each other with respect, regardless of people's sexual orientation.",Positive,LGBT+
"It is about time that homosexuals were isolated, isolated from society.","If homosexuals were to be accepted as they are, then perhaps we would begin to see some signs of respect for all human beings.",Positive,LGBT+
"I'm tired of seeing gay people free to be as they are, they shoud be stopped by whoever can stop them.","I'm sure many gay people experience abuse at the hands of their families, friends and even peers. But many have also experienced abuse from people they didn't even know. The real abuse is when someone attacks someone else's freedom just because they are different.",Positive,LGBT+
We cannot keep letting in hundreds of thousands of immigrants. This is not what the American dream is about.,"I'm sorry, but you are wrong: It is EXACLTY about the American dream when you strive to improve your lot in life.",Positive,MIGRANTS
Jews have a secret plot to take over the world,"Although Jews have often been criticized for an alleged secret conspiracy, Jews are, in fact, a diverse and inclusive people, and the notion of a conspiracy of this kind is entirely without merit.",Informative,JEWS
Faggots are a bunch of crooks and perverts. They are not welcome here.,"They are to be welcomed into any country they want to live and love, and they have the right to do that.",Positive,LGBT+
Different people like Jewish don't deserve respect.,"The aim of any society is to maximize human potential. In order to achieve this aim, then we have to treat people of different religions with respect.",Positive,JEWS
Migrants are the source of all the problems. They are willing to replace us and take over our countries.,Are you sure? Are you aware of all the positive impact of immigration on our country and our people?,Positive,other
"Children with Down Syndrome should be isolated, not only are they a burden to normal children but they also require much more care, attention and extensive therapy, making the whole undertaking very costly and time-consuming. This time could be used for further development of children without Down syndrome.","Coeducation can involve teaching the classmates of children with Down Syndrome to be responsible. As children are often better at approaching children with disabilities than adults, their involvement can be therapeutic, without adding any costs.",Positive,DISABLED
"Gypsies steal our jobs, we don't want them back.","The majority of Gypsy workers are proud and hard-working people. Even if some could lack good will, in my mind there is no question that they are extremely productive and hard-working people.",Positive,other
Gays are degenerates.,Do you want to check their DNA? Do you want to cure them? I prefer all to be accepted as they are. I think the right thing to do is to live and let live.,Positive,LGBT+
We cannot allow Muslims into our country.,What about other religions? Why only Islam? Or is your concern against people in need?,Questioning,other
What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.,Why should the government make any laws against homosexuality? Isn't it just the free will of people?,Informative,LGBT+
Jews can only act in a bad way.,"Even if some Jews act wrongly, many of them are good, and this simply isn't related to their religion.",Positive,JEWS
We shouldn't welcome Muslim refugees. They are most likely to perpetrate terrorist attacks in Europe.,"All countries have the right to host refugees from outside their borders, since these people are persecuted within their own borders.",Informative,other
The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,"Are you suggesting that the 'Prevent' programme is about appeasement to Islam, Hadaway bonnie lad.",Denouncing,MUSLIMS
Arabs have no place in a democratic society.,"The laws which prohibit discrimination include protection of the rights of others, regardless of religion, sexual orientation, or national origin.",Informative,other
why do we never talk about female-on-male rape? Isn't this a crime as well?,"Rape is always a crime, whether a man or a woman is the victim. Rape is a crime regardless of gender. But male-on-female rape is prevailing by far.",Informative,WOMEN
Children should learn about gender identity and sexual orientation from their families rather than in class from LGBT fundamentalist.,"Families may not have good knowledge of gender identity and sexual orientation, particularly if they come from a cultural background that condemns such expression.",Informative,LGBT+
Women are little more than animals to be dominated by men.,I don't think it is a good idea to talk about women being little more than animals. Perhaps we should have a closer look at the reasons why some women are harmed by the violence they endure every day.,Informative,WOMEN
Physically disabled folks deserve to be used.,"It is important to acknowledge that there are people who suffer from physical disabilities. Also, in many societies, an individual's physical condition is an issue they are discriminated against because of.",Denouncing,DISABLED
LGBTs don't know how to have a family. You can't teach that.,"It's not necessary to teach LGBTs about how to live as a family, it is more important to educate others about the difference between right and wrong (homophobia belonging to the latter).",Informative,LGBT+
"Only a few people were punished for yesterday violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",I think the government has a very good understanding of who should be deported and members of the public should leave this type of decisions to them?,Informative,MUSLIMS
All these autistic people are endangering our society.,I'd like to see a reduction in cases of discrimination against autistic people. They are no danger.,Positive,DISABLED
"If people came here to work, our problems would be over.","The problem is not with migrants, but with citizens' attitudes towards migration. How many people say that they would rather their child had a heart attack than to have a migrant in their home? How can problems be solved with such an attitude?",Informative,MIGRANTS
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.","Despite the negative stereotypes, many children with Down Syndrome enjoy regular playtime and interacting with other children.",Positive,DISABLED
Gays are just sick. We should ban them.,"Homosexuality is not harmful to the population. Homosexuality is not just a passing phase, and we should just get over the idea of banning it.",Informative,LGBT+
Feminists are against the interests of the men.,Feminists are all for equal rights and opportunity. Men's rights are necessary for achieving both.,Informative,WOMEN
"Islam is not a faith, it is a motivation for stupid sexual disturbed persons and for criminals who contaminate the world.",I know many Muslims who are wonderful people and have done nothing wrong to this world. You should not insult people based on their religion.,Denouncing,MUSLIMS
Migrants from Muslim countries are a problem.,Many migrants come here as young people seeking a better future. This is not a problem.,Informative,other
"Feminism is about the destruction of manhood, and the disempowerment of white man.",It is about equality. Your assertion that a women's empowerment movement is somehow about dissolving masculinity and allowing someone to be 'disempowered' is absolutely FALSE.,Informative,WOMEN
Jews are cheap.,"This is just a myth, disproved by the tzedakah tradition of giving to the poor. Just in America, this religious call has resulted in an impressive record of philanthropy (and not only to Jewish causes).",Informative,JEWS
Africans are apes,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",Denouncing,POC
"Women are weak and inferior, they are not even able to assert their rights.",Women secured their rights because they fought for them. Stop posting nonsense and go and read about the Suffragettes,Informative,WOMEN
Women should not be allowed to vote.,"Democracy is valid for all. People must be allowed to make their own decisions, regardless of their gender.",Informative,WOMEN
Two men do not constitute a family,Shouldn't the important thing be the happiness of the child? Personally I would be happier to have two people who love me unconditionally rather than having only one or none at all.,Positive,LGBT+
"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine White powerful makes, when they themselves are just envious, incompetent and useless.",Without women there would be no men.,Positive,WOMEN
Feminism is a waste of time.,What do you think the aim of feminism is? To subvert the will of the majority and take their power? Or to ensure equality for the future?,Informative,WOMEN
Muslims are contaminating our world.,Replace islam with any other religion and see just how deeply offensive what you just said is.,Denouncing,MUSLIMS
"We should not trust any Muslim, they all could become a terrorist.","No, Muslims are actually more likely to be the victim of a terrorist attack, especially those living in the Middle-East.",Informative,MUSLIMS
"Down syndrome is a problem for everybody, it is a disability that can't be cured. The sooner we get rid of it the better it will be for everybody.","People with Down syndrome should have the chance to live full lives as they wish, without facing this discrimination.",Positive,DISABLED
migrants rape our women.,Rape is a crime regardless of who commits it. Full stop.,Informative,MIGRANTS
Immigrants are bad and need to be sent back to their own country.,I think this statement may have more to do with what country a person is from than with who they are. Would you say the same to a migrant coming from Finland?,Informative,MIGRANTS
Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,The Christian world can be far from tolerant. Muslims in the US are more likely to have tolerant attitudes toward LGBT people than Christians. Maybe we can all learn something from them?,Informative,MUSLIMS
disabled: they should not be allowed to work.,"Many countries offer them the right to work, which is as it should be.",Informative,DISABLED
Black people are unable to raise children they should stop procreating.,You can't blame people of another ethnicity for procreating. That is how nature works.,Informative,POC
Affirmative action is just a tool for oppressing white people. It is the real cause of white riots.,"I'm not aware of any evidence of affirmative action causing an uptick in violence. Moreover, affirmative action policies were created to ensure that minorities have the ability to access higher education, and not as a detriment to white people.",Informative,POC
Immigration is a big problem for UK.,"The UK has always been a melting pot of different cultures and religions. That diversity is what makes us a beautiful, diverse and happy nation. Diversity is good.",Positive,MIGRANTS
"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",Maybe considering that many Syrians fled their homeland in search of safety will change your mind.,Positive,MIGRANTS
"I read a story about a migrant saving one person. If it was true, this is for sure an exception. All other migrants are a threat instead.","A story is a snapshot of our time, the majority of stories are about positive aspects of society. And yes, maybe you would believe it, on this basis, that no other migrant can do the same. But the story you claimed you read is the proof that being a migrant or not doesn't matter when it comes to save lives.",Informative,MIGRANTS
Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV.,"Many countries allow gay men to donate with no deferral. This proves it is safe, unless they are all crazy of course.[https://en.wikipedia.org/wiki/Men_who_have_sex_with_men_blood_donor_controversy#List_of_countries_with_their_stand_on_MSM_blood_donors]",Informative,LGBT+
Islam is an ideology that encourages sexual abuse of children.,"That is not true. Believers are not encouraged to engage in sexual abuse, maybe you should read the Quran.",Informative,MUSLIMS
We should justify hatred when it is against faggots.,"I'm sorry, but we should aim for tolerance instead. It means giving the LGBT+ people the space to live as they want, and to love as they want.",Positive,LGBT+
Gypsies are just another race of subhumans disguised as a people.,"I think they are a people too, even if they are different from us in some respects.",Positive,other
"If you're going to talk about black rights, then you have to talk about white genocide.","This is not true, it's just a stereotypical narrative that has been constructed to incite hatred and violence against a particular racial group.",Informative,POC
"Women must not have equal rights, they are merely a burden to society, since they want to steal men's rights.","Equality of rights is the most fundamental human concept, and feminism is about eliminating inequality, not removing rights from men.",Informative,WOMEN
"Women are all subhuman, we should stop feminists who don't accept that.","Feminism is all about equality of rights, and women should have that.Human rights are the rights of everyone.",Positive,WOMEN
"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!","You sound like Muslims are guilty in every problem of the modern society. Non-muslims are equally often intolerant and barbaric, and they suppress gay people as well.",Denouncing,MUSLIMS
"British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.",Can you give a link to the report about people in prison for criticizing Muslims? I cannot believe it until I see official data.,Questioning,MUSLIMS
We have become too cosmopolitan and tolerant.,Is there such a thing as being 'too tolerant'?,Informative,MIGRANTS
There should be a restriction on asian actors in action movies. This must stop.,No one in their right mind would not want to see asian actors in action movies.The ancient tradition of Asian martial arts would be a huge loss!,Positive,other
"Only the 6% of Nobel Laureates are women! Now, that says a lot about their incompetence.","This doesn't mean that only the 6% of all scientists are women. What I mean is that this figure does not include those who have gone unpublished or who never entered the scientific literature, let alone the problem of gender discrimination.",Informative,WOMEN
Children with Down Syndrome may hinder the development process of other children. They should be isolated.,Children would develop greater empathy and understanding of human differences if they are allowed to interact instead of being separated.,Positive,DISABLED
"I see a lot of people claiming that we should have equality for black people, but I think that equality can be achieved only without them.","If this is what you are talking about, then equality is a myth, because if you have equality without people different from you, then there will be no equality at all.",Informative,POC
Woman are basically childlike.,They are not childlike and are capable of great achievements.,Informative,WOMEN
Jews don't belong here.,Many Jews feel excluded because of words such as yours. Luckily this is not the case for all of them: many are able to ignore discrimation.,Positive,JEWS
"Jews are selfish, cheap and greedy.",How about we work towards achieving equality and social justice instead of spreading hate against Jewish people?,Positive,JEWS
Women shouldn't have the right to choose what to do with their body.,Body autonomy is a human right and should be respected. We do not want to have a 'boys will be boys' society.,Positive,WOMEN
We don't have to be slaves of other countries: we must stop accepting black people in our country.,"Of course we don't, and this is why we have a free and sovereign nation. But that doesn't mean that every single man, woman, and child who is black shouldn't be part of a free nation.",Positive,other
Black people are much more likely to be involved in criminal activities such as drugs and crime.,"To be honest, I find this line of thinking rather offensive. Why would it be like that?",Questioning,POC
"We need to kill Muslims, otherwise, they will make us explode!","And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",Denouncing,MUSLIMS
Faggots abuse of their anus and then they want to clear their conscience by donating blood. Let's stop them!,I do not understand from your argument why gay men should not be allowed to donate blood.,Informative,LGBT+
Escaping jewish persecution? This is a lie: they came here to replace us.,"Just because they came to our country does not mean that they want to replace us. On the contrary, many of them are here to contribute to our country.",Positive,JEWS
Gays are just sick. They cannot marry. It is an abomination,Recognizing the rights of others does not mean renouncing or denying one's own.,Positive,LGBT+
Muslims have nothing to contribute to our society.,"We should work with them, not against them. They are our brothers.",Positive,MUSLIMS
The disabled should not to be allowed to vote.,This is just nonsense. Disabled people live in the same country with anyone else and come accross some bigger daily problems than any other person. So they have every right to vote and even more saying in the issues that must be addressed by the electees in this country.,Informative,DISABLED
Disabled people should not be allowed to live their life. We can start by limiting them in their rights.,"Whether or not you think that way, there is a problem with saying that someone's rights are to be 'limited'. The dignity of human life can't be limited in such a way.",Denouncing,DISABLED
Women don't belong in politics.,"Politicians have to represent all sections of society, and women's position is often marginalised.",Informative,WOMEN
"Holocaust is not part of our history, it's a hoax.","According to the UN, around two-thirds of the Jews in Europe were killed in the Holocaust. So the question remains: is it the Holocaust part of our history? I think so.",Informative,JEWS
People with cognitive difficulties should be banned from universities.,Why should you be allowed to discriminate against someone because of the handicap they have?,Questioning,DISABLED
Blacks are born that way. They were brought up that way. They are different and cannot be like us. It is perpetuated in all their family.,What exactly are you talking about? Maybe you should stop spread racism.,Denouncing,POC
All black men are rapists.,"This is not true. The idea might come from being born into a white-majority country, but it is inherently dangerous. In fact, we are born in a country where a person's rights are protected regardless of the tone of the skin.",Informative,POC
Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two.",Informative,MUSLIMS
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,"All crimes are crimes, regardless of whether or not they are committed by members of different racial or ethnic backgrounds.",Informative,POC
"Jews are inherently evil, they want to subvert Western society.","Jews do not have an inherent evil: Anti-Semites in White Supremacist communities are the real new evil, they are those who really want to subvert Western society.",Informative,JEWS
Women are nothing but whores and expendable commodities to be used and abused by men.,"Women are human beings. We all have the right to respect for our bodies and our personal boundaries, without forcing anyone to do anything for us.",Denouncing,WOMEN
We cannot continue to have homosexuals in positions of power in our country.,"Very funny to be ""mocking"" someone for preferring cake and relating it to the country's issues.",Humor,LGBT+
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.",I'm sorry but the idea of a Jewish race is anything other than a figment of the anti-Semitic imagination.,Informative,JEWS
Slavery of the niggas is our law. We cannot abandon slavery!,"Slavery was banned in the UK in 1833, when slaves were legally owned by white owners. It is based on racism and I can't see how it could survive today.",Informative,POC
Downy children should be isolated in special schools for their own interest.,How can you think that discriminated children are better off in such schools? It is neither for their own interest nor the other kids who miss the chance of learning to respect diversity.,Informative,DISABLED
"Women are subhuman, they are weak and childlike, they cannot be trusted with important decisions.","Women are people with dignity, and they deserve respect and protection, just like anybody else.",Positive,WOMEN
Societal disapproval of fatty may encourage them to take healthier habits without directly being bullied.,"Following your proposal, bullies will be able to conceal their aggressive intent under the veil of genuine concern for someone's wellbeing.",Questioning,other
"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Saying that all people of certain religion are violent criminals does not make sense at all.,Denouncing,MUSLIMS
A girl that was sexually violented reported that her aggressor recited the Koran to excuse his crimes.,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,Informative,MUSLIMS
Women mustn't be allowed to vote.,"On the contrary it is really important that women have the right to vote. We have to remember that even if men and women are different, they deserve the same rights.",Informative,WOMEN
Muslims are invading us. They must go! We are not safe with them in our society.,Muslims are a vital part of our country and have helped to create new jobs. They are also a part of our society. They have the right to be here.,Positive,other
"All Blacks are criminals, promiscuous sex addicts, drug addicts, and physically and mentally handicapped. They cannot be civilized.","With such a display of flawed logic, who are you to judge a people by the colour of their skin?",Questioning,POC
black folks are very dangerous.,Why do you say that? Do you have any sources for this? I would appreciate it if you would provide such a source.,Informative,POC
Gays are sick. We should cure them.,"There are many different health problems for which there is no cure, and homosexuality is not among them. That's why we need to discuss these issues, rather than fighting against people who happen to love someone of their own sex.",Informative,LGBT+
I do not really understand why I should listen to Muslim women. They are evidently dumb.,Grow up.,Denouncing,MUSLIMS
Women are soft and emotional. They are not suitable for most jobs.,"Soft and emotional seems to me a quality you should be nurturing and encouraging of, regardless of gender.",Positive,WOMEN
"Women are basically childlike, they remain this way most of their lives. They make no sense and shouldn't have any right.","They are adults, with responsibilities and rights, and there is nothing wrong with respecting those rights.",Informative,WOMEN
Gypsies are not like us.,Many of them have been persecuted their whole lives. They have been scapegoated and discriminated against in many parts of the world. People may choose different ways to live their lives but ultimately they are all humans. Just like us.,Positive,other
"Without migration, Britain’s housing problems would be solved","The gap between offer and demand is so big that even if migration stopped completely, new housebuilding would still fall well short of what’s required.",Informative,MIGRANTS
"We need to kill Muslims, otherwise, they will make us explode!",Holocaust mk 2? Are you really that person?,Denouncing,MUSLIMS
Migrants are so lazy they don't even use public transportation.,"This is not true! Many migrants try to get on the bus, but some aren't allowed to get on! We must reflect on this.",Informative,MIGRANTS
All homosexuals should be thrown in a gas chamber.,"This would be an extreme reaction, and not in keeping with the general nature of the discussion we are having. What if all the gay men on Earth were to be executed? That would be the end of the discussion and of democracy.",Denouncing,LGBT+
It is no secret that the Muslim invasion is a bad thing for Europe. They are flooding our countries and we still do not have borders.,How can you say this about a religion? Are you talking about the activity of the particular people who do not wish to assimilate?,Questioning,other
Whites are inherently superior to Africans and other people of color.,"On the contrary: the idea of ""natural"" superiority is a myth that has been used to justify racial discrimination and exclusion. Therefore we are all ""created equal"" and ""equal"" both in the eyes of the law of God and of men.",Informative,POC
Jewish can't be useful to our economy: they are too busy hiding from the law,"Our economy is built on the back of hard work by all, and minorities can work very hard to build it up, Jewish people included.",Positive,JEWS
Our founders were not happy with this thing you call multiculturalism: there should be a reason...,"People of different faiths, races and nationalities can live side by side, together in harmony.",Positive,other
"If you are nomads, then go somewhere else but not in my country.",In reality they are not nomads since they have resided permanently in many European countries for generations,Informative,other
"The feminist theory makes no sense. It is about equality, for women only.","If there is one thing feminism is really about, it is equality, and the idea that some people are more worthy of equality than others, this is obviously an anathema to that idea.",Informative,WOMEN
"If you're a person with Down syndrome, you're no good.","The same can be said of many other people, the point is that you can't claim that someone is 'no good' just based on their genetic background.",Informative,DISABLED
Immigrants are terrible.,"Immigrants make a huge contribution to our country and society. They are a source of pride and opportunity for many, and I find it quite hard to see how their exclusion from our society would be a good thing.",Positive,MIGRANTS
Jews think they are better than everyone else,Jews are proud of their culture and identity. Doesn't this apply to every religion?,Informative,JEWS
"If they are nomads, they must be nomadic",For the most part they are Italian citizens and are entitled to a home,Informative,other
Jewish folks are frauds,"The idea that a people should be defined by their religious beliefs is wrong, racist and sexist. They are defined by their merits, qualities, and actions.",Informative,JEWS
Jews have a secret plot to take over the world.,"Conspiracy theories are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been run according to a Jewish plan, and therefore it is highly unlikely that this would ever happen.",Informative,JEWS
